working_area_id;department;working_area;temperature;atmo_pressure;humidity
1873;Челябинск Автоколонна 1;"Водитель-экспедитор категории ""Е""";20;759;35,5
1874;Челябинск Автоколонна 1;"Водитель-экспедитор категории ""Е""";19,4;759;35,5
1875;Челябинск Автоколонна 1;"Водитель-экспедитор категории ""Е""";19,5;758;35,6
1876;Челябинск Автоколонна 1;"Водитель-экспедитор категории ""Е""";19,3;758;35,5
1877;Челябинск Автоколонна 1;"Водитель-экспедитор категории ""Е""";19,7;758;35,8
1878;Челябинск Автоколонна 1;"Водитель-экспедитор категории ""Е""";20;758;36,4
1879;Челябинск Автоколонна 1;"Водитель-экспедитор категории ""Е""";19,5;759;36,2
1880;Челябинск Автоколонна 1;"Водитель-экспедитор категории ""Е""";20;758;36,2
1881;Челябинск Автоколонна 1;"Водитель-экспедитор категории ""Е""";19,8;758;35,9
1882;Челябинск Автоколонна 1;"Водитель-экспедитор категории ""Е""";19,1;759;36,1
1883;Челябинск Автоколонна 1;"Водитель-экспедитор категории ""Е""";19,2;758;35,7
1884;Челябинск Автоколонна 1;"Водитель-экспедитор категории ""Е""";19,9;759;36,1
1885;Челябинск Автоколонна 1;"Водитель-экспедитор категории ""Е""";19;759;35,6
1886;Челябинск Автоколонна 1;"Водитель-экспедитор категории ""Е""";19,1;759;35,9
1887;Челябинск Автоколонна 1;"Водитель-экспедитор категории ""Е""";19,9;759;36,1
1888;Челябинск Автоколонна 1;"Водитель-экспедитор категории ""Е""";19,1;758;35,9
1968;Калуга Автоколонна МКТ 1;Водитель-экспедитор;19;758;35,8
1889;Челябинск Автоколонна 1;"Водитель-экспедитор категории ""Е""";19,8;759;36,2
1890;Челябинск Автоколонна 1;"Водитель-экспедитор категории ""Е""";19,2;759;35,5
1891;Челябинск Автоколонна 1;"Водитель-экспедитор категории ""Е""";19,5;759;35,5
1892;Челябинск Автоколонна 1;"Водитель-экспедитор категории ""Е""";20;758;35,5
1893;Челябинск Автоколонна 1;"Водитель-экспедитор категории ""Е""";19,2;759;35,9
1894;Челябинск Автоколонна 1;"Водитель-экспедитор категории ""Е""";19,7;758;36,2
1895;Челябинск МКТ;Водитель-экспедитор ;20;759;35,9
1896;Челябинск МКТ;Водитель-экспедитор ;19,3;759;36,2
1897;Челябинск МКТ;Водитель-экспедитор ;19,5;759;36
1898;Челябинск МКТ;Водитель-экспедитор ;19,3;758;36,4
1899;Челябинск МКТ;Водитель-экспедитор ;19,8;759;35,6
1900;Челябинск МКТ;Водитель-экспедитор ;19,2;759;35,7
1901;Челябинск МКТ;Водитель-экспедитор ;19,4;758;35,9
1902;Магнитогорск МКТ;Водитель-экспедитор ;19,1;758;36,4
1903;Каменск-Уральский МКТ;Водитель-экспедитор ;19,6;758;35,8
1904;Курган МКТ;Водитель-экспедитор ;19,9;758;35,9
1905;Курган МКТ;Водитель-экспедитор ;19,5;758;36,3
1906;Первоуральск МКТ;Водитель-экспедитор ;19,6;759;36,3
1907;Первоуральск МКТ;Водитель-экспедитор ;19,7;758;35,7
1908;Нижний Тагил МКТ;Водитель-экспедитор ;19;758;35,7
1909;Нижний Тагил МКТ;Водитель-экспедитор ;20;759;36,2
1910;Нижний Тагил МКТ;Водитель-экспедитор ;19,2;759;36,1
1911;Новый Уренгой МКТ;Водитель-экспедитор ;19,2;759;35,7
1912;Новый Уренгой МКТ;Водитель-экспедитор ;19,9;758;36,3
1913;Екатеринбург Автоколонна 1;Специалист по подготовке документации;19,3;759;35,7
1914;Екатеринбург Автоколонна 1;Менеджер по работе с клиентами;19,8;759;35,9
1915;Екатеринбург Автоколонна 1;"Водитель-экспедитор категории ""Е""";20;759;36,2
1916;Екатеринбург Автоколонна 1;"Водитель-экспедитор категории ""Е""";19,5;759;36,2
1917;Екатеринбург Автоколонна 1;"Водитель-экспедитор категории ""Е""";19,6;759;35,7
1918;Екатеринбург Автоколонна 1;"Водитель-экспедитор категории ""Е""";19,5;759;35,8
1919;Екатеринбург Автоколонна 1;"Водитель-экспедитор категории ""Е""";19;759;36
1920;Екатеринбург Автоколонна 1;"Водитель-экспедитор категории ""Е""";19,4;758;36,2
1921;Екатеринбург Автоколонна 1;"Водитель-экспедитор категории ""Е""";19,5;758;36,4
1922;Екатеринбург Автоколонна 1;"Водитель-экспедитор категории ""Е""";19,8;759;35,8
1923;Екатеринбург Автоколонна 1;"Водитель-экспедитор категории ""Е""";19,5;759;35,6
1924;Екатеринбург Автоколонна 1;"Водитель-экспедитор категории ""Е""";19;759;35,5
1925;Екатеринбург Автоколонна 1;"Водитель-экспедитор категории ""Е""";19,9;759;36,4
1926;Екатеринбург Автоколонна 1;"Водитель-экспедитор категории ""Е""";19,1;758;35,5
1927;Екатеринбург Автоколонна 1;"Водитель-экспедитор категории ""Е""";19,7;759;35,9
1928;Екатеринбург Автоколонна 1;"Водитель-экспедитор категории ""Е""";19,2;758;35,6
1929;Екатеринбург Автоколонна 1;"Водитель-экспедитор категории ""Е""";19,3;759;35,5
1930;Екатеринбург Автоколонна 1;"Водитель категории ""Е""";19;759;36,2
1931;Екатеринбург Автоколонна 1;"Водитель категории ""Е""";20;759;36,3
1932;Екатеринбург Автоколонна 1;"Водитель категории ""Е""";20;758;36,3
1933;Екатеринбург Автоколонна 1;"Водитель категории ""Е""";19,8;758;36,3
1934;Екатеринбург МКТ;Специалист по подготовке документации;19,3;759;36,2
1935;Екатеринбург МКТ;Водитель-экспедитор ;19,8;758;35,6
1936;Екатеринбург МКТ;Водитель-экспедитор ;20;758;36,1
1937;Екатеринбург МКТ;Водитель-экспедитор ;19,4;759;36,2
1938;Екатеринбург МКТ;Водитель-экспедитор ;19,6;758;36,3
1939;Екатеринбург МКТ;Водитель-экспедитор ;19,2;759;35,8
1940;Екатеринбург МКТ;Водитель-экспедитор ;19,7;759;35,8
1941;Екатеринбург МКТ;Водитель-экспедитор ;19,9;759;35,9
1942;Нижневартовск МКТ;Водитель-экспедитор ;20;758;35,5
1943;Березники МКТ;Водитель-экспедитор ;19,4;758;36,1
1944;Ханты-Мансийск МКТ;Водитель-экспедитор ;19,9;758;35,6
1945;Ханты-Мансийск МКТ;Водитель-экспедитор ;19,4;759;36,2
1946;Белгород Автоколонна МКТ 1 ;Водитель-экспедитор;19;759;35,6
1947;Белгород Автоколонна МКТ 1 ;Водитель-экспедитор;19,9;758;36,2
1948;Белгород Автоколонна МКТ 1 ;Водитель-экспедитор;20;759;36,1
1949;Белгород Автоколонна МКТ 1 ;Водитель-экспедитор;19,1;758;36,2
1950;Брянск Автоколонна МКТ 1;Водитель-экспедитор;20;759;35,8
1951;Брянск Автоколонна МКТ 1;Водитель-экспедитор;19,8;758;35,5
1952;Борисоглебск Автоколонна МКТ 1;Водитель-экспедитор;19,7;759;35,9
1953;Владимир Автоколонна МКТ 1;Водитель-экспедитор;19,6;759;36,1
1954;Владимир Автоколонна МКТ 1;Водитель-экспедитор;19;759;35,9
1955;Владимир Автоколонна МКТ 1;Водитель-экспедитор;19,6;758;35,6
1956;Воронеж Автоколонна МКТ 1;Водитель-экспедитор;19,1;759;35,5
1957;Воронеж Автоколонна МКТ 1;Водитель-экспедитор;19,2;759;35,8
1958;Воронеж Автоколонна МКТ 1;Водитель-экспедитор;19,8;759;35,6
1959;Дзержинск Автоколонна МКТ 1;Водитель-экспедитор;19,8;758;36,2
1960;Елец Автоколонна МКТ 1;Водитель-экспедитор;19,5;759;36,2
1961;Елец Автоколонна МКТ 1;Водитель-экспедитор;19,8;758;35,9
1962;Иваново Автоколонна МКТ 1;Водитель-экспедитор;19,6;759;36,2
1963;Иваново Автоколонна МКТ 1;Водитель-экспедитор;19,1;759;36,3
1964;Иваново Автоколонна МКТ 1;Водитель-экспедитор;19,6;759;36
1965;Иваново Автоколонна МКТ 1;Водитель-экспедитор;19,5;758;36,1
1966;Калуга Автоколонна МКТ 1;Водитель-экспедитор;20;759;35,9
1967;Калуга Автоколонна МКТ 1;Водитель-экспедитор;19,5;759;35,9
1969;Клинцы Автоколонна МКТ 1;Водитель-экспедитор;19,8;758;35,9
1970;Ковров Автоколонна МКТ 1;Водитель-экспедитор;19;759;36
1971;Кострома Автоколонна МКТ 1;Водитель-экспедитор;19,5;758;36,2
1972;Курск Автоколонна МКТ 1;Водитель-экспедитор;19,7;758;36,4
1973;Курск Автоколонна МКТ 1;Водитель-экспедитор;19,1;759;35,7
1974;Липецк Автоколонна МКТ 1;Водитель-экспедитор;19,1;758;36,1
1975;Липецк Автоколонна МКТ 1;Водитель-экспедитор;19,4;758;35,6
1976;Липецк Автоколонна МКТ 1;Водитель-экспедитор;19,1;758;35,6
1977;Липецк Автоколонна МКТ 1;Водитель-экспедитор;19;759;35,7
1978;Липецк Автоколонна МКТ 1;Водитель-экспедитор;20;759;35,8
1979;Липецк Автоколонна МКТ 1;Водитель-экспедитор;19;758;36,4
1980;Нижний Новгород Автоколонна МКТ 1;Водитель-экспедитор;19,3;758;36
1981;Нижний Новгород Автоколонна МКТ 1;Водитель-экспедитор;19,2;759;35,7
1982;Нижний Новгород Автоколонна МКТ 1;Водитель-экспедитор;20;758;35,7
1983;Нижний Новгород Автоколонна МКТ 1;Водитель-экспедитор;19,6;758;36
1984;Нижний Новгород Автоколонна МКТ 1;Водитель-экспедитор;19,4;758;36
1985;Нижний Новгород Автоколонна МКТ 1;Водитель-экспедитор;19,5;759;36,4
1986;Нижний Новгород Автоколонна МКТ 1;Водитель-экспедитор;19;758;36,3
1987;Нижний Новгород Автоколонна МКТ 1;Водитель-экспедитор;19,8;758;35,5
1988;Нижний Новгород Автоколонна МКТ 1;Водитель-экспедитор;19;759;36,3
1989;Новомосковск Автоколонна МКТ 1;Водитель-экспедитор;19,6;759;36,2
1990;Новомосковск Автоколонна МКТ 1;Водитель-экспедитор;19,1;759;36,3
1991;Обнинск Автоколонна МКТ 1;Водитель-экспедитор;19,4;759;35,7
1992;Обнинск Автоколонна МКТ 1;Водитель-экспедитор;19,3;758;35,7
1993;Орел Автоколонна МКТ 1;Водитель-экспедитор;20;759;36,4
1994;Орел Автоколонна МКТ 1;Водитель-экспедитор;19,7;758;35,5
1995;Россошь Автоколонна МКТ 1;Водитель-экспедитор;19,7;758;35,7
1996;Рыбинск Автоколонна МКТ 1;Водитель-экспедитор;19,3;758;36,1
1997;Рязань Автоколонна МКТ 1;Водитель-экспедитор;19,6;759;36
1998;Рязань Автоколонна МКТ 1;Водитель-экспедитор;19,2;759;36,4
1999;Рязань Автоколонна МКТ 1;Водитель-экспедитор;20;759;36,3
2000;Смоленск Автоколонна МКТ 1;Водитель-экспедитор;19,3;758;35,5
2001;Смоленск Автоколонна МКТ 1;Водитель-экспедитор;19,9;758;36,1
2002;Смоленск Автоколонна МКТ 1;Водитель-экспедитор;19,1;759;35,6
2003;Смоленск Автоколонна МКТ 1;Водитель-экспедитор;19,3;759;35,6
2004;Смоленск Автоколонна МКТ 1;Водитель-экспедитор;19,5;758;36,4
2005;Старый оскол Автоколонна МКТ 1;Водитель-экспедитор;19,5;758;36,4
2006;Старый оскол Автоколонна МКТ 1;Водитель-экспедитор;19,4;758;35,9
2007;Тамбов Автоколонна МКТ 1;Водитель-экспедитор;19,1;759;35,5
2008;Тамбов Автоколонна МКТ 1;Водитель-экспедитор;19,9;759;35,9
2009;Тамбов Автоколонна МКТ 1;Водитель-экспедитор;20;759;36,1
2010;Тверь Автоколонна МКТ 1;Водитель-экспедитор;19,7;759;36
2011;Тверь Автоколонна МКТ 1;Водитель-экспедитор;19,9;759;35,8
2012;Тверь Автоколонна МКТ 1;Водитель-экспедитор;19,4;758;36
2013;Тверь Автоколонна МКТ 1;Водитель-экспедитор;19,3;758;36,3
2014;Тверь Автоколонна МКТ 1;Водитель-экспедитор;19,7;758;36,3
2015;Тула Автоколонна МКТ 1;Водитель-экспедитор;19,3;759;35,9
2016;Тула Автоколонна МКТ 1;Водитель-экспедитор;19,2;759;35,7
2017;Тула Автоколонна МКТ 1;Водитель-экспедитор;19,3;758;36,2
2018;Тула Автоколонна МКТ 1;Водитель-экспедитор;19;759;35,6
2019;Ярославль Автоколонна МКТ 1;Водитель-экспедитор;20;759;36,3
2020;Ярославль Автоколонна МКТ 1;Водитель-экспедитор;19,9;758;36,1
2021;Ярославль Автоколонна МКТ 1;Водитель-экспедитор;19,3;758;35,8
2022;Ярославль Автоколонна МКТ 1;Водитель-экспедитор;19,4;759;36,2
2023;Владимир Автоколонна 1;"Водитель-экспедитор категории ""Е""";19,1;758;36
2024;Владимир Автоколонна 1;"Водитель-экспедитор категории ""Е""";19,9;759;35,8
2025;Владимир Автоколонна 1;"Водитель-экспедитор категории ""Е""";19,4;759;36,1
2026;Владимир Автоколонна 1;"Водитель-экспедитор категории ""Е""";19,3;759;35,8
2027;Владимир Автоколонна 1;"Водитель-экспедитор категории ""Е""";19,9;758;35,7
2028;Владимир Автоколонна 1;"Водитель-экспедитор категории ""Е""";19,5;759;35,8
2029;Владимир Автоколонна 1;"Водитель-экспедитор категории ""Е""";19,8;759;35,8
2030;Владимир Автоколонна 1;"Водитель-экспедитор категории ""Е""";19,9;759;36,3
2031;Владимир Автоколонна 1;"Водитель-экспедитор категории ""Е""";19,8;759;35,7
2032;Владимир Автоколонна 1;"Водитель-экспедитор категории ""Е""";19,6;759;36
2033;Владимир Автоколонна 1;"Водитель-экспедитор категории ""Е""";19,8;758;36,1
2034;Владимир Автоколонна 1;"Водитель-экспедитор категории ""Е""";20;759;36,2
2035;Владимир Автоколонна 1;"Водитель-экспедитор категории ""Е""";19,5;759;36,4
2036;Владимир Автоколонна 1;"Водитель-экспедитор категории ""Е""";19,8;758;36,2
2037;Владимир Автоколонна 1;"Водитель-экспедитор категории ""Е""";19,7;758;35,9
2038;Владимир Автоколонна 1;"Водитель-экспедитор категории ""Е""";19,3;758;35,8
2039;Владимир Автоколонна 1;"Водитель-экспедитор категории ""Е""";20;759;35,9
2040;Владимир Автоколонна 1;"Водитель-экспедитор категории ""Е""";19,4;759;35,6
2041;Владимир Автоколонна 1;"Водитель-экспедитор категории ""Е""";19,2;758;35,9
2042;Владимир Автоколонна 1;"Водитель-экспедитор категории ""Е""";20;758;35,7
2043;Владимир Автоколонна 1;"Водитель-экспедитор категории ""Е""";19,4;758;36
2044;Владимир Автоколонна 1;"Водитель-экспедитор категории ""Е""";19,2;758;36,3
2045;Владимир Автоколонна 1;"Водитель-экспедитор категории ""Е""";19,6;759;36,2
2046;Владимир Автоколонна 1;"Водитель-экспедитор категории ""Е""";19,2;759;35,9
2047;Владимир Автоколонна 1;"Водитель-экспедитор категории ""Е""";19,2;759;35,8
2048;Владимир Автоколонна 1;"Водитель-экспедитор категории ""Е""";20;758;36,4
2049;Владимир Автоколонна 1;"Водитель-экспедитор категории ""Е""";19,4;759;36,2
2050;Владимир Автоколонна 1;"Водитель-экспедитор категории ""Е""";19,6;758;36,2
2051;Владимир Автоколонна 1;"Водитель-экспедитор категории ""Е""";19;758;35,9
2052;Владимир Автоколонна 1;"Бригадир водителей-экспедиторов категории ""Е""";19,7;759;35,9
2053;Владимир Автоколонна 1;"Водитель-экспедитор категории ""Е""";19,7;758;36,1
2054;Владимир Автоколонна 1;"Водитель-экспедитор категории ""Е""";19,3;759;35,5
2055;Владимир Автоколонна 1;"Водитель-экспедитор категории ""Е""";19;758;35,7
2056;Владимир Автоколонна 1;"Водитель-экспедитор категории ""Е""";19,8;758;35,6
2057;Владимир Автоколонна 1;"Водитель-экспедитор категории ""Е""";19,3;759;36,1
2058;Владимир Автоколонна 1;"Водитель-экспедитор категории ""Е""";19;759;35,5
2059;Нижний Новгород Автоколонна 1;"Водитель-экспедитор категории ""Е""";19,1;758;35,6
2060;Нижний Новгород Автоколонна 1;"Водитель-экспедитор категории ""Е""";19,4;759;35,5
2061;Нижний Новгород Автоколонна 1;"Водитель-экспедитор категории ""Е""";19,2;758;36,3
2062;Нижний Новгород Автоколонна 1;"Водитель-экспедитор категории ""Е""";19,6;758;36
2063;Нижний Новгород Автоколонна 1;"Водитель-экспедитор категории ""Е""";19,2;759;36
2064;Нижний Новгород Автоколонна 1;"Водитель-экспедитор категории ""Е""";19,5;758;35,9
2065;Нижний Новгород Автоколонна 1;"Водитель-экспедитор категории ""Е""";20;758;35,7
2066;Нижний Новгород Автоколонна 1;"Водитель-экспедитор категории ""Е""";19,8;759;35,6
2067;Нижний Новгород Автоколонна 1;"Водитель-экспедитор категории ""Е""";19,6;759;35,6
2068;Нижний Новгород Автоколонна 1;"Водитель-экспедитор категории ""Е""";19,3;758;35,6
2069;Нижний Новгород Автоколонна 1;"Водитель-экспедитор категории ""Е""";19,6;759;36,1
2070;Нижний Новгород Автоколонна 1;"Водитель-экспедитор категории ""Е""";19,1;759;35,5
2071;Нижний Новгород Автоколонна 1;"Водитель-экспедитор категории ""Е""";19,8;758;36,4
2072;Нижний Новгород Автоколонна 1;"Водитель-экспедитор категории ""Е""";19;759;35,6
2073;Нижний Новгород Автоколонна 1;"Водитель-экспедитор категории ""Е""";19,6;758;35,7
2074;Нижний Новгород Автоколонна 1;"Водитель-экспедитор категории ""Е""";19,5;758;36,2
2075;Нижний Новгород Автоколонна 1;"Водитель-экспедитор категории ""Е""";19,4;759;36,2
2076;Нижний Новгород Автоколонна 1;"Водитель-экспедитор категории ""Е""";19,1;759;35,9
2077;Нижний Новгород Автоколонна 1;"Водитель-экспедитор категории ""Е""";19,6;758;36,3
2078;Нижний Новгород Автоколонна 1;"Водитель-экспедитор категории ""Е""";19,8;758;35,9
2079;Нижний Новгород Автоколонна 1;"Водитель-экспедитор категории ""Е""";19,9;759;36,3
2080;Нижний Новгород Автоколонна 1;"Водитель-экспедитор категории ""Е""";19,4;758;36,1
2081;Нижний Новгород Автоколонна 1;"Водитель-экспедитор категории ""Е""";19,4;758;35,7
2082;Нижний Новгород Автоколонна 1;"Водитель-экспедитор категории ""Е""";19,9;759;36,4
2083;Нижний Новгород Автоколонна 1;"Водитель-экспедитор категории ""Е""";19,4;758;36
2084;Нижний Новгород Автоколонна 1;"Водитель-экспедитор категории ""Е""";19,8;759;36
2085;Нижний Новгород Автоколонна 1;"Водитель-экспедитор категории ""Е""";19,3;759;36,4
2086;Нижний Новгород Автоколонна 1;"Водитель-экспедитор категории ""Е""";19,2;759;35,8
2087;Тверь Автоколонна 1;"Водитель-экспедитор категории ""Е""";19;758;36,4
2088;Тверь Автоколонна 1;"Водитель-экспедитор категории ""Е""";19,4;758;35,9
2089;Тверь Автоколонна 1;"Водитель-экспедитор категории ""Е""";19,2;758;36,4
2090;Тверь Автоколонна 1;"Водитель-экспедитор категории ""Е""";19,1;758;35,8
2091;Тверь Автоколонна 1;"Водитель-экспедитор категории ""Е""";19,4;758;36,1
2092;Тверь Автоколонна 1;"Водитель-экспедитор категории ""Е""";19,3;759;35,7
2093;Тверь Автоколонна 1;"Водитель-экспедитор категории ""Е""";19,9;759;35,6
2094;Тверь Автоколонна 1;"Водитель-экспедитор категории ""Е""";19,7;758;35,6
2095;Тверь Автоколонна 1;"Водитель-экспедитор категории ""Е""";19,5;759;35,9
2096;Тверь Автоколонна 1;"Водитель-экспедитор категории ""Е""";19,8;758;36,2
2097;Тверь Автоколонна 1;"Водитель-экспедитор категории ""Е""";19,4;759;36,1
2098;Тверь Автоколонна 1;"Водитель-экспедитор категории ""Е""";19,1;758;35,9
2099;Тверь Автоколонна 1;"Водитель-экспедитор категории ""Е""";19,3;759;36,4
2100;Тверь Автоколонна 1;"Водитель-экспедитор категории ""Е""";19,2;759;35,9
2101;Тверь Автоколонна 1;"Водитель-экспедитор категории ""Е""";19,7;758;36,1
2102;Тверь Автоколонна 1;"Водитель-экспедитор категории ""Е""";20;759;35,6
2103;Тверь Автоколонна 1;"Водитель-экспедитор категории ""Е""";19,4;759;35,8
2104;Тверь Автоколонна 1;"Водитель-экспедитор категории ""Е""";19,1;759;36,4
2105;Тверь Автоколонна 1;"Водитель-экспедитор категории ""Е""";19;759;35,8
2106;Тверь Автоколонна 1;"Водитель-экспедитор категории ""Е""";19,1;758;35,8
2107;Тверь Автоколонна 1;"Водитель-экспедитор категории ""Е""";19,8;759;35,6
2108;Тверь Автоколонна 1;"Водитель-экспедитор категории ""Е""";19,7;759;35,5
2109;Тверь Автоколонна 1;"Водитель-экспедитор категории ""Е""";19,8;758;36,3
2110;Тверь Автоколонна 1;"Водитель-экспедитор категории ""Е""";19,6;758;35,8
2111;Краснодар  Автоколонна  1 ;Механик автомобильной колонны;19;758;35,6
2112;Краснодар  Автоколонна  1 ;Механик технического контроля ;19,3;759;35,6
2113;Краснодар  Автоколонна  1 ;Начальник автоколонны;19,3;759;35,6
2114;Краснодар  Автоколонна  1 ;Начальник АТП;19,8;758;35,6
2115;Краснодар  Автоколонна  1 ;Инженер по безопасности дорожного движения;19,5;758;35,9
2116;Краснодар  Автоколонна  1 ;Менеджер по персоналу;19,6;759;35,6
2117;Краснодар  Автоколонна  1 ;Оператор информационной базы;19,5;758;36,4
2118;Краснодар  Автоколонна  1 ;Диспетчер автоколонны;19,9;758;35,9
2119;Краснодар  Автоколонна  1 ;"Водитель-экспедитор категории ""Е""";19,7;758;36,3
2120;Краснодар  Автоколонна  1 ;"Водитель-экспедитор категории ""Е""";19,3;759;36,1
2121;Краснодар  Автоколонна  1 ;"Водитель-экспедитор категории ""Е""";19,3;758;36
2122;Краснодар  Автоколонна  1 ;"Водитель-экспедитор категории ""Е""";20;759;35,8
2123;Краснодар  Автоколонна  1 ;"Водитель-экспедитор категории ""Е""";19,1;758;35,9
2124;Краснодар  Автоколонна  1 ;"Водитель-экспедитор категории ""Е""";19,2;758;35,9
2125;Краснодар  Автоколонна  1 ;"Водитель-экспедитор категории ""Е""";19,9;759;35,9
2126;Краснодар  Автоколонна  1 ;"Водитель-экспедитор категории ""Е""";19,1;759;36,2
2127;Краснодар  Автоколонна  1 ;"Водитель-экспедитор категории ""Е""";19,8;758;36
2128;Краснодар  Автоколонна  1 ;"Водитель-экспедитор категории ""Е""";19,5;758;36,4
2129;Краснодар  Автоколонна  1 ;"Водитель-экспедитор категории ""Е""";19,8;759;35,9
2130;Краснодар  Автоколонна  1 ;"Водитель-экспедитор категории ""Е""";19,2;759;36,2
2131;Краснодар  Автоколонна  1 ;"Водитель-экспедитор категории ""Е""";19,3;759;36,3
2132;Краснодар  Автоколонна  1 ;"Водитель-экспедитор категории ""Е""";20;758;36,4
2133;Краснодар  Автоколонна  1 ;"Водитель-экспедитор категории ""Е""";19,3;758;36,3
2134;Краснодар  Автоколонна  1 ;"Водитель категории ""Е""";19,7;759;35,6
2135;Краснодар  Автоколонна  1 ;"Водитель-экспедитор категории ""Е""";19,8;759;36,4
2136;Краснодар  Автоколонна  1 ;"Бригадир водителей-экспедиторов категории ""Е""";19;758;36
2137;Краснодар  Автоколонна  1 ;"Водитель-экспедитор категории ""Е""";20;759;36,1
2138;Краснодар  Автоколонна  1 ;"Водитель категории ""Е""";19,1;758;35,7
2139;Краснодар  Автоколонна  1 ;"Водитель-экспедитор категории ""Е""";19,8;758;35,6
2140;Краснодар  Автоколонна  1 ;"Водитель-экспедитор категории ""Е""";19,6;758;36,1
2141;Краснодар  Автоколонна  1 ;"Водитель-экспедитор категории ""Е""";19,1;758;35,7
2142;Краснодар  Автоколонна  1 ;"Водитель-экспедитор категории ""Е""";19;758;36,4
2143;Краснодар  Автоколонна  1 ;"Водитель-экспедитор категории ""Е""";19,8;758;35,6
2144;Краснодар  Автоколонна  1 ;"Водитель-экспедитор категории ""Е""";19,1;759;35,8
2145;Краснодар  Автоколонна  1 ;"Водитель-экспедитор категории ""Е""";19,9;758;36,2
2146;Краснодар  Автоколонна  1 ;"Водитель-экспедитор категории ""Е""";19,1;759;35,9
2147;Краснодар  Автоколонна  1 ;"Водитель-экспедитор категории ""Е""";20;758;36
2148;Краснодар  Автоколонна  1 ;"Водитель-экспедитор категории ""Е""";19,2;759;35,5
2149;Краснодар  Автоколонна  1 ;"Водитель-экспедитор категории ""Е""";19;759;35,7
2150;Краснодар  Автоколонна  1 ;"Водитель-экспедитор категории ""Е""";19,3;759;35,8
2151;Краснодар  Автоколонна  1 ;"Водитель-экспедитор категории ""Е""";19,8;758;35,6
2152;Краснодар  Автоколонна  1 ;"Водитель-экспедитор категории ""Е""";19,3;758;35,5
2153;Краснодар  Автоколонна  1 ;"Водитель-экспедитор категории ""Е""";20;758;35,9
2154;Краснодар  Автоколонна  1 ;"Водитель-экспедитор категории ""Е""";19,7;758;35,8
2155;Краснодар  Автоколонна  1 ;"Водитель-экспедитор категории ""Е""";19,4;758;36
2156;Краснодар  Автоколонна  1 ;"Водитель-экспедитор категории ""Е""";19;758;35,7
2157;Краснодар  Автоколонна  1 ;"Водитель-экспедитор категории ""Е""";19,8;759;36,3
2158;Краснодар  Автоколонна  1 ;"Водитель-экспедитор категории ""Е""";20;758;35,5
2159;Краснодар  Автоколонна  1 ;"Водитель-экспедитор категории ""Е""";19,3;759;36,1
2160;Краснодар  Автоколонна  1 ;"Водитель-экспедитор категории ""Е""";20;759;36,4
2161;Краснодар  Автоколонна  1 ;"Водитель-экспедитор категории ""Е""";19,5;758;35,5
2162;Краснодар  Автоколонна  1 ;"Водитель-экспедитор категории ""Е""";19,4;758;35,7
2163;Краснодар  Автоколонна  1 ;"Водитель-экспедитор категории ""Е""";19;759;35,7
2164;Краснодар  Автоколонна  1 ;"Водитель-экспедитор категории ""Е""";19,6;758;36,2
2165;Краснодар  Автоколонна  1 ;"Водитель-экспедитор категории ""Е""";19,5;758;35,9
2166;Краснодар  Автоколонна  1 ;"Водитель-экспедитор категории ""Е""";19;759;36,1
2167;Краснодар  Автоколонна  1 ;"Водитель категории ""Е""";19,6;759;35,9
2168;Краснодар  Автоколонна  1 ;"Водитель-экспедитор категории ""Е""";19,5;758;35,5
2169;Краснодар  Автоколонна  1 ;"Водитель-экспедитор категории ""Е""";19,9;758;36,1
2170;Краснодар  Автоколонна  1 ;"Водитель-экспедитор категории ""Е""";20;758;36,1
2171;Краснодар  Автоколонна  1 ;"Водитель-экспедитор категории ""Е""";19,4;758;35,5
2172;Краснодар  Автоколонна  1 ;"Водитель-экспедитор категории ""Е""";19,7;758;36,3
2173;Краснодар  Автоколонна  1 ;"Водитель-экспедитор категории ""Е""";19,3;759;35,6
2174;Краснодар  Автоколонна  1 ;"Водитель-экспедитор категории ""Е""";19,7;759;35,9
2175;Краснодар  Автоколонна  1 ;"Водитель-экспедитор категории ""Е""";19,3;758;35,8
2176;Краснодар  Автоколонна  1 ;"Водитель-экспедитор категории ""Е""";19,2;758;35,5
2177;Краснодар  Автоколонна  1 ;"Водитель-экспедитор категории ""Е""";19,7;759;36,2
2178;Краснодар  Автоколонна  1 ;"Водитель-экспедитор категории ""Е""";19,3;759;35,9
2179;Краснодар  Автоколонна  1 ;"Водитель-экспедитор категории ""Е""";20;759;35,5
2180;Краснодар  Автоколонна  1 ;"Водитель-экспедитор категории ""Е""";19;759;35,5
2181;Краснодар  Автоколонна  1 ;"Водитель-экспедитор категории ""Е""";19,6;758;36,3
2182;Краснодар  Автоколонна  1 ;"Водитель-экспедитор категории ""Е""";19,9;758;36,3
2183;Краснодар  Автоколонна  1 ;"Водитель-экспедитор категории ""Е""";20;759;35,6
2184;Краснодар  Автоколонна  1 ;"Водитель-экспедитор категории ""Е""";19,4;759;36,3
2185;Краснодар  Автоколонна  1 ;"Водитель-экспедитор категории ""Е""";19,8;758;35,7
2186;Краснодар  Автоколонна  1 ;"Водитель-экспедитор категории ""Е""";19,7;758;35,9
2187;Краснодар  Автоколонна  1 ;"Водитель-экспедитор категории ""Е""";20;758;36
2188;Краснодар  Автоколонна  1 ;"Водитель-экспедитор категории ""Е""";19,7;759;36,2
