working_area_id;department;working_area;noise_source;nature_of_noise;sound_lvl;max_sound_lvl;eq_sound_lvl
1870;Челябинск Автоколонна 1;"Водитель-экспедитор категории ""Е""";Производственное оборудование;Непостоянный широкополосный;72;82;0
1871;Челябинск Автоколонна 1;"Водитель-экспедитор категории ""Е""";Производственное оборудование;Непостоянный широкополосный;75;82;0
1872;Челябинск Автоколонна 1;"Водитель-экспедитор категории ""Е""";Производственное оборудование;Непостоянный широкополосный;73;80;0
1873;Челябинск Автоколонна 1;"Водитель-экспедитор категории ""Е""";Производственное оборудование;Непостоянный широкополосный;73;80;0
1874;Челябинск Автоколонна 1;"Водитель-экспедитор категории ""Е""";Производственное оборудование;Непостоянный широкополосный;73;81;0
1875;Челябинск Автоколонна 1;"Водитель-экспедитор категории ""Е""";Производственное оборудование;Непостоянный широкополосный;75;80;0
1876;Челябинск Автоколонна 1;"Водитель-экспедитор категории ""Е""";Производственное оборудование;Непостоянный широкополосный;75;80;0
1877;Челябинск Автоколонна 1;"Водитель-экспедитор категории ""Е""";Производственное оборудование;Непостоянный широкополосный;75;81;0
1878;Челябинск Автоколонна 1;"Водитель-экспедитор категории ""Е""";Производственное оборудование;Непостоянный широкополосный;75;82;0
1879;Челябинск Автоколонна 1;"Водитель-экспедитор категории ""Е""";Производственное оборудование;Непостоянный широкополосный;73;81;0
1880;Челябинск Автоколонна 1;"Водитель-экспедитор категории ""Е""";Производственное оборудование;Непостоянный широкополосный;71;83;0
1881;Челябинск Автоколонна 1;"Водитель-экспедитор категории ""Е""";Производственное оборудование;Непостоянный широкополосный;73;81;0
1882;Челябинск Автоколонна 1;"Водитель-экспедитор категории ""Е""";Производственное оборудование;Непостоянный широкополосный;72;81;0
1883;Челябинск Автоколонна 1;"Водитель-экспедитор категории ""Е""";Производственное оборудование;Непостоянный широкополосный;74;83;0
1884;Челябинск Автоколонна 1;"Водитель-экспедитор категории ""Е""";Производственное оборудование;Непостоянный широкополосный;72;81;0
1885;Челябинск Автоколонна 1;"Водитель-экспедитор категории ""Е""";Производственное оборудование;Непостоянный широкополосный;74;80;0
1886;Челябинск Автоколонна 1;"Водитель-экспедитор категории ""Е""";Производственное оборудование;Непостоянный широкополосный;74;83;0
1887;Челябинск Автоколонна 1;"Водитель-экспедитор категории ""Е""";Производственное оборудование;Непостоянный широкополосный;72;81;0
1888;Челябинск Автоколонна 1;"Водитель-экспедитор категории ""Е""";Производственное оборудование;Непостоянный широкополосный;71;81;0
1968;Калуга Автоколонна МКТ 1;Водитель-экспедитор;Производственное оборудование;Непостоянный широкополосный;73;82;0
1889;Челябинск Автоколонна 1;"Водитель-экспедитор категории ""Е""";Производственное оборудование;Непостоянный широкополосный;72;81;0
1890;Челябинск Автоколонна 1;"Водитель-экспедитор категории ""Е""";Производственное оборудование;Непостоянный широкополосный;75;80;0
1891;Челябинск Автоколонна 1;"Водитель-экспедитор категории ""Е""";Производственное оборудование;Непостоянный широкополосный;71;240;0
1892;Челябинск Автоколонна 1;"Водитель-экспедитор категории ""Е""";Производственное оборудование;Непостоянный широкополосный;72;83;0
1893;Челябинск Автоколонна 1;"Водитель-экспедитор категории ""Е""";Производственное оборудование;Непостоянный широкополосный;74;80;0
1894;Челябинск Автоколонна 1;"Водитель-экспедитор категории ""Е""";Производственное оборудование;Непостоянный широкополосный;72;81;0
1895;Челябинск МКТ;Водитель-экспедитор ;Производственное оборудование;Непостоянный широкополосный;72;80;0
1896;Челябинск МКТ;Водитель-экспедитор ;Производственное оборудование;Непостоянный широкополосный;75;83;0
1897;Челябинск МКТ;Водитель-экспедитор ;Производственное оборудование;Непостоянный широкополосный;72;82;0
1898;Челябинск МКТ;Водитель-экспедитор ;Производственное оборудование;Непостоянный широкополосный;75;83;0
1899;Челябинск МКТ;Водитель-экспедитор ;Производственное оборудование;Непостоянный широкополосный;71;81;0
1900;Челябинск МКТ;Водитель-экспедитор ;Производственное оборудование;Непостоянный широкополосный;75;81;0
1901;Челябинск МКТ;Водитель-экспедитор ;Производственное оборудование;Непостоянный широкополосный;74;81;0
1902;Магнитогорск МКТ;Водитель-экспедитор ;Производственное оборудование;Непостоянный широкополосный;71;80;0
1903;Каменск-Уральский МКТ;Водитель-экспедитор ;Производственное оборудование;Непостоянный широкополосный;71;81;0
1904;Курган МКТ;Водитель-экспедитор ;Производственное оборудование;Непостоянный широкополосный;72;82;0
1905;Курган МКТ;Водитель-экспедитор ;Производственное оборудование;Непостоянный широкополосный;74;81;0
1906;Первоуральск МКТ;Водитель-экспедитор ;Производственное оборудование;Непостоянный широкополосный;73;83;0
1907;Первоуральск МКТ;Водитель-экспедитор ;Производственное оборудование;Непостоянный широкополосный;74;83;0
1908;Нижний Тагил МКТ;Водитель-экспедитор ;Производственное оборудование;Непостоянный широкополосный;72;81;0
1909;Нижний Тагил МКТ;Водитель-экспедитор ;Производственное оборудование;Непостоянный широкополосный;74;82;0
1910;Нижний Тагил МКТ;Водитель-экспедитор ;Производственное оборудование;Непостоянный широкополосный;71;81;0
1911;Новый Уренгой МКТ;Водитель-экспедитор ;Производственное оборудование;Непостоянный широкополосный;72;82;0
1912;Новый Уренгой МКТ;Водитель-экспедитор ;Производственное оборудование;Непостоянный широкополосный;71;83;0
1913;Екатеринбург Автоколонна 1;Специалист по подготовке документации;Производственное оборудование;Непостоянный широкополосный;75;83;0
1914;Екатеринбург Автоколонна 1;Менеджер по работе с клиентами;Производственное оборудование;Непостоянный широкополосный;71;82;0
1915;Екатеринбург Автоколонна 1;"Водитель-экспедитор категории ""Е""";Производственное оборудование;Непостоянный широкополосный;74;82;0
1916;Екатеринбург Автоколонна 1;"Водитель-экспедитор категории ""Е""";Производственное оборудование;Непостоянный широкополосный;71;82;0
1917;Екатеринбург Автоколонна 1;"Водитель-экспедитор категории ""Е""";Производственное оборудование;Непостоянный широкополосный;74;80;0
1918;Екатеринбург Автоколонна 1;"Водитель-экспедитор категории ""Е""";Производственное оборудование;Непостоянный широкополосный;72;80;0
1919;Екатеринбург Автоколонна 1;"Водитель-экспедитор категории ""Е""";Производственное оборудование;Непостоянный широкополосный;71;81;0
1920;Екатеринбург Автоколонна 1;"Водитель-экспедитор категории ""Е""";Производственное оборудование;Непостоянный широкополосный;74;81;0
1921;Екатеринбург Автоколонна 1;"Водитель-экспедитор категории ""Е""";Производственное оборудование;Непостоянный широкополосный;71;81;0
1922;Екатеринбург Автоколонна 1;"Водитель-экспедитор категории ""Е""";Производственное оборудование;Непостоянный широкополосный;71;82;0
1923;Екатеринбург Автоколонна 1;"Водитель-экспедитор категории ""Е""";Производственное оборудование;Непостоянный широкополосный;72;80;0
1924;Екатеринбург Автоколонна 1;"Водитель-экспедитор категории ""Е""";Производственное оборудование;Непостоянный широкополосный;73;80;0
1925;Екатеринбург Автоколонна 1;"Водитель-экспедитор категории ""Е""";Производственное оборудование;Непостоянный широкополосный;71;81;0
1926;Екатеринбург Автоколонна 1;"Водитель-экспедитор категории ""Е""";Производственное оборудование;Непостоянный широкополосный;71;81;0
1927;Екатеринбург Автоколонна 1;"Водитель-экспедитор категории ""Е""";Производственное оборудование;Непостоянный широкополосный;73;80;0
1928;Екатеринбург Автоколонна 1;"Водитель-экспедитор категории ""Е""";Производственное оборудование;Непостоянный широкополосный;71;80;0
1929;Екатеринбург Автоколонна 1;"Водитель-экспедитор категории ""Е""";Производственное оборудование;Непостоянный широкополосный;74;81;0
1930;Екатеринбург Автоколонна 1;"Водитель категории ""Е""";Производственное оборудование;Непостоянный широкополосный;71;82;0
1931;Екатеринбург Автоколонна 1;"Водитель категории ""Е""";Производственное оборудование;Непостоянный широкополосный;75;83;0
1932;Екатеринбург Автоколонна 1;"Водитель категории ""Е""";Производственное оборудование;Непостоянный широкополосный;74;81;0
1933;Екатеринбург Автоколонна 1;"Водитель категории ""Е""";Производственное оборудование;Непостоянный широкополосный;73;82;0
1934;Екатеринбург МКТ;Специалист по подготовке документации;Производственное оборудование;Непостоянный широкополосный;74;81;0
1935;Екатеринбург МКТ;Водитель-экспедитор ;Производственное оборудование;Непостоянный широкополосный;72;83;0
1936;Екатеринбург МКТ;Водитель-экспедитор ;Производственное оборудование;Непостоянный широкополосный;73;83;0
1937;Екатеринбург МКТ;Водитель-экспедитор ;Производственное оборудование;Непостоянный широкополосный;73;80;0
1938;Екатеринбург МКТ;Водитель-экспедитор ;Производственное оборудование;Непостоянный широкополосный;74;82;0
1939;Екатеринбург МКТ;Водитель-экспедитор ;Производственное оборудование;Непостоянный широкополосный;75;80;0
1940;Екатеринбург МКТ;Водитель-экспедитор ;Производственное оборудование;Непостоянный широкополосный;72;83;0
1941;Екатеринбург МКТ;Водитель-экспедитор ;Производственное оборудование;Непостоянный широкополосный;75;83;0
1942;Нижневартовск МКТ;Водитель-экспедитор ;Производственное оборудование;Непостоянный широкополосный;71;83;0
1943;Березники МКТ;Водитель-экспедитор ;Производственное оборудование;Непостоянный широкополосный;73;80;0
1944;Ханты-Мансийск МКТ;Водитель-экспедитор ;Производственное оборудование;Непостоянный широкополосный;74;81;0
1945;Ханты-Мансийск МКТ;Водитель-экспедитор ;Производственное оборудование;Непостоянный широкополосный;71;80;0
1946;Белгород Автоколонна МКТ 1 ;Водитель-экспедитор;Производственное оборудование;Непостоянный широкополосный;74;80;0
1947;Белгород Автоколонна МКТ 1 ;Водитель-экспедитор;Производственное оборудование;Непостоянный широкополосный;74;82;0
1948;Белгород Автоколонна МКТ 1 ;Водитель-экспедитор;Производственное оборудование;Непостоянный широкополосный;74;82;0
1949;Белгород Автоколонна МКТ 1 ;Водитель-экспедитор;Производственное оборудование;Непостоянный широкополосный;73;82;0
1950;Брянск Автоколонна МКТ 1;Водитель-экспедитор;Производственное оборудование;Непостоянный широкополосный;71;80;0
1951;Брянск Автоколонна МКТ 1;Водитель-экспедитор;Производственное оборудование;Непостоянный широкополосный;74;80;0
1952;Борисоглебск Автоколонна МКТ 1;Водитель-экспедитор;Производственное оборудование;Непостоянный широкополосный;74;82;0
1953;Владимир Автоколонна МКТ 1;Водитель-экспедитор;Производственное оборудование;Непостоянный широкополосный;73;81;0
1954;Владимир Автоколонна МКТ 1;Водитель-экспедитор;Производственное оборудование;Непостоянный широкополосный;71;81;0
1955;Владимир Автоколонна МКТ 1;Водитель-экспедитор;Производственное оборудование;Непостоянный широкополосный;73;81;0
1956;Воронеж Автоколонна МКТ 1;Водитель-экспедитор;Производственное оборудование;Непостоянный широкополосный;71;80;0
1957;Воронеж Автоколонна МКТ 1;Водитель-экспедитор;Производственное оборудование;Непостоянный широкополосный;71;80;0
1958;Воронеж Автоколонна МКТ 1;Водитель-экспедитор;Производственное оборудование;Непостоянный широкополосный;75;83;0
1959;Дзержинск Автоколонна МКТ 1;Водитель-экспедитор;Производственное оборудование;Непостоянный широкополосный;72;80;0
1960;Елец Автоколонна МКТ 1;Водитель-экспедитор;Производственное оборудование;Непостоянный широкополосный;74;80;0
1961;Елец Автоколонна МКТ 1;Водитель-экспедитор;Производственное оборудование;Непостоянный широкополосный;73;83;0
1962;Иваново Автоколонна МКТ 1;Водитель-экспедитор;Производственное оборудование;Непостоянный широкополосный;75;83;0
1963;Иваново Автоколонна МКТ 1;Водитель-экспедитор;Производственное оборудование;Непостоянный широкополосный;74;83;0
1964;Иваново Автоколонна МКТ 1;Водитель-экспедитор;Производственное оборудование;Непостоянный широкополосный;72;81;0
1965;Иваново Автоколонна МКТ 1;Водитель-экспедитор;Производственное оборудование;Непостоянный широкополосный;75;83;0
1966;Калуга Автоколонна МКТ 1;Водитель-экспедитор;Производственное оборудование;Непостоянный широкополосный;71;81;0
1967;Калуга Автоколонна МКТ 1;Водитель-экспедитор;Производственное оборудование;Непостоянный широкополосный;74;80;0
1969;Клинцы Автоколонна МКТ 1;Водитель-экспедитор;Производственное оборудование;Непостоянный широкополосный;73;83;0
1970;Ковров Автоколонна МКТ 1;Водитель-экспедитор;Производственное оборудование;Непостоянный широкополосный;72;83;0
1971;Кострома Автоколонна МКТ 1;Водитель-экспедитор;Производственное оборудование;Непостоянный широкополосный;74;81;0
1972;Курск Автоколонна МКТ 1;Водитель-экспедитор;Производственное оборудование;Непостоянный широкополосный;74;83;0
1973;Курск Автоколонна МКТ 1;Водитель-экспедитор;Производственное оборудование;Непостоянный широкополосный;75;82;0
1974;Липецк Автоколонна МКТ 1;Водитель-экспедитор;Производственное оборудование;Непостоянный широкополосный;72;81;0
1975;Липецк Автоколонна МКТ 1;Водитель-экспедитор;Производственное оборудование;Непостоянный широкополосный;74;82;0
1976;Липецк Автоколонна МКТ 1;Водитель-экспедитор;Производственное оборудование;Непостоянный широкополосный;71;80;0
1977;Липецк Автоколонна МКТ 1;Водитель-экспедитор;Производственное оборудование;Непостоянный широкополосный;71;82;0
1978;Липецк Автоколонна МКТ 1;Водитель-экспедитор;Производственное оборудование;Непостоянный широкополосный;72;82;0
1979;Липецк Автоколонна МКТ 1;Водитель-экспедитор;Производственное оборудование;Непостоянный широкополосный;71;80;0
1980;Нижний Новгород Автоколонна МКТ 1;Водитель-экспедитор;Производственное оборудование;Непостоянный широкополосный;75;80;0
1981;Нижний Новгород Автоколонна МКТ 1;Водитель-экспедитор;Производственное оборудование;Непостоянный широкополосный;72;80;0
1982;Нижний Новгород Автоколонна МКТ 1;Водитель-экспедитор;Производственное оборудование;Непостоянный широкополосный;71;81;0
1983;Нижний Новгород Автоколонна МКТ 1;Водитель-экспедитор;Производственное оборудование;Непостоянный широкополосный;73;83;0
1984;Нижний Новгород Автоколонна МКТ 1;Водитель-экспедитор;Производственное оборудование;Непостоянный широкополосный;71;82;0
1985;Нижний Новгород Автоколонна МКТ 1;Водитель-экспедитор;Производственное оборудование;Непостоянный широкополосный;72;82;0
1986;Нижний Новгород Автоколонна МКТ 1;Водитель-экспедитор;Производственное оборудование;Непостоянный широкополосный;73;81;0
1987;Нижний Новгород Автоколонна МКТ 1;Водитель-экспедитор;Производственное оборудование;Непостоянный широкополосный;73;81;0
1988;Нижний Новгород Автоколонна МКТ 1;Водитель-экспедитор;Производственное оборудование;Непостоянный широкополосный;74;82;0
1989;Новомосковск Автоколонна МКТ 1;Водитель-экспедитор;Производственное оборудование;Непостоянный широкополосный;75;82;0
1990;Новомосковск Автоколонна МКТ 1;Водитель-экспедитор;Производственное оборудование;Непостоянный широкополосный;75;81;0
1991;Обнинск Автоколонна МКТ 1;Водитель-экспедитор;Производственное оборудование;Непостоянный широкополосный;73;80;0
1992;Обнинск Автоколонна МКТ 1;Водитель-экспедитор;Производственное оборудование;Непостоянный широкополосный;74;82;0
1993;Орел Автоколонна МКТ 1;Водитель-экспедитор;Производственное оборудование;Непостоянный широкополосный;71;82;0
1994;Орел Автоколонна МКТ 1;Водитель-экспедитор;Производственное оборудование;Непостоянный широкополосный;71;83;0
1995;Россошь Автоколонна МКТ 1;Водитель-экспедитор;Производственное оборудование;Непостоянный широкополосный;74;80;0
1996;Рыбинск Автоколонна МКТ 1;Водитель-экспедитор;Производственное оборудование;Непостоянный широкополосный;72;82;0
1997;Рязань Автоколонна МКТ 1;Водитель-экспедитор;Производственное оборудование;Непостоянный широкополосный;73;83;0
1998;Рязань Автоколонна МКТ 1;Водитель-экспедитор;Производственное оборудование;Непостоянный широкополосный;75;80;0
1999;Рязань Автоколонна МКТ 1;Водитель-экспедитор;Производственное оборудование;Непостоянный широкополосный;72;83;0
2000;Смоленск Автоколонна МКТ 1;Водитель-экспедитор;Производственное оборудование;Непостоянный широкополосный;72;81;0
2001;Смоленск Автоколонна МКТ 1;Водитель-экспедитор;Производственное оборудование;Непостоянный широкополосный;72;82;0
2002;Смоленск Автоколонна МКТ 1;Водитель-экспедитор;Производственное оборудование;Непостоянный широкополосный;74;80;0
2003;Смоленск Автоколонна МКТ 1;Водитель-экспедитор;Производственное оборудование;Непостоянный широкополосный;73;83;0
2004;Смоленск Автоколонна МКТ 1;Водитель-экспедитор;Производственное оборудование;Непостоянный широкополосный;74;81;0
2005;Старый оскол Автоколонна МКТ 1;Водитель-экспедитор;Производственное оборудование;Непостоянный широкополосный;71;82;0
2006;Старый оскол Автоколонна МКТ 1;Водитель-экспедитор;Производственное оборудование;Непостоянный широкополосный;75;83;0
2007;Тамбов Автоколонна МКТ 1;Водитель-экспедитор;Производственное оборудование;Непостоянный широкополосный;75;83;0
2008;Тамбов Автоколонна МКТ 1;Водитель-экспедитор;Производственное оборудование;Непостоянный широкополосный;71;82;0
2009;Тамбов Автоколонна МКТ 1;Водитель-экспедитор;Производственное оборудование;Непостоянный широкополосный;73;80;0
2010;Тверь Автоколонна МКТ 1;Водитель-экспедитор;Производственное оборудование;Непостоянный широкополосный;71;82;0
2011;Тверь Автоколонна МКТ 1;Водитель-экспедитор;Производственное оборудование;Непостоянный широкополосный;71;83;0
2012;Тверь Автоколонна МКТ 1;Водитель-экспедитор;Производственное оборудование;Непостоянный широкополосный;74;83;0
2013;Тверь Автоколонна МКТ 1;Водитель-экспедитор;Производственное оборудование;Непостоянный широкополосный;71;80;0
2014;Тверь Автоколонна МКТ 1;Водитель-экспедитор;Производственное оборудование;Непостоянный широкополосный;73;82;0
2015;Тула Автоколонна МКТ 1;Водитель-экспедитор;Производственное оборудование;Непостоянный широкополосный;75;81;0
2016;Тула Автоколонна МКТ 1;Водитель-экспедитор;Производственное оборудование;Непостоянный широкополосный;75;83;0
2017;Тула Автоколонна МКТ 1;Водитель-экспедитор;Производственное оборудование;Непостоянный широкополосный;73;83;0
2018;Тула Автоколонна МКТ 1;Водитель-экспедитор;Производственное оборудование;Непостоянный широкополосный;73;83;0
2019;Ярославль Автоколонна МКТ 1;Водитель-экспедитор;Производственное оборудование;Непостоянный широкополосный;75;82;0
2020;Ярославль Автоколонна МКТ 1;Водитель-экспедитор;Производственное оборудование;Непостоянный широкополосный;75;81;0
2021;Ярославль Автоколонна МКТ 1;Водитель-экспедитор;Производственное оборудование;Непостоянный широкополосный;73;81;0
2022;Ярославль Автоколонна МКТ 1;Водитель-экспедитор;Производственное оборудование;Непостоянный широкополосный;75;82;0
2023;Владимир Автоколонна 1;"Водитель-экспедитор категории ""Е""";Производственное оборудование;Непостоянный широкополосный;73;83;0
2024;Владимир Автоколонна 1;"Водитель-экспедитор категории ""Е""";Производственное оборудование;Непостоянный широкополосный;74;82;0
2025;Владимир Автоколонна 1;"Водитель-экспедитор категории ""Е""";Производственное оборудование;Непостоянный широкополосный;72;80;0
2026;Владимир Автоколонна 1;"Водитель-экспедитор категории ""Е""";Производственное оборудование;Непостоянный широкополосный;73;81;0
2027;Владимир Автоколонна 1;"Водитель-экспедитор категории ""Е""";Производственное оборудование;Непостоянный широкополосный;71;81;0
2028;Владимир Автоколонна 1;"Водитель-экспедитор категории ""Е""";Производственное оборудование;Непостоянный широкополосный;75;81;0
2029;Владимир Автоколонна 1;"Водитель-экспедитор категории ""Е""";Производственное оборудование;Непостоянный широкополосный;71;81;0
2030;Владимир Автоколонна 1;"Водитель-экспедитор категории ""Е""";Производственное оборудование;Непостоянный широкополосный;75;83;0
2031;Владимир Автоколонна 1;"Водитель-экспедитор категории ""Е""";Производственное оборудование;Непостоянный широкополосный;71;80;0
2032;Владимир Автоколонна 1;"Водитель-экспедитор категории ""Е""";Производственное оборудование;Непостоянный широкополосный;71;80;0
2033;Владимир Автоколонна 1;"Водитель-экспедитор категории ""Е""";Производственное оборудование;Непостоянный широкополосный;72;83;0
2034;Владимир Автоколонна 1;"Водитель-экспедитор категории ""Е""";Производственное оборудование;Непостоянный широкополосный;71;81;0
2035;Владимир Автоколонна 1;"Водитель-экспедитор категории ""Е""";Производственное оборудование;Непостоянный широкополосный;75;80;0
2036;Владимир Автоколонна 1;"Водитель-экспедитор категории ""Е""";Производственное оборудование;Непостоянный широкополосный;73;82;0
2037;Владимир Автоколонна 1;"Водитель-экспедитор категории ""Е""";Производственное оборудование;Непостоянный широкополосный;73;80;0
2038;Владимир Автоколонна 1;"Водитель-экспедитор категории ""Е""";Производственное оборудование;Непостоянный широкополосный;75;81;0
2039;Владимир Автоколонна 1;"Водитель-экспедитор категории ""Е""";Производственное оборудование;Непостоянный широкополосный;75;80;0
2040;Владимир Автоколонна 1;"Водитель-экспедитор категории ""Е""";Производственное оборудование;Непостоянный широкополосный;73;83;0
2041;Владимир Автоколонна 1;"Водитель-экспедитор категории ""Е""";Производственное оборудование;Непостоянный широкополосный;74;83;0
2042;Владимир Автоколонна 1;"Водитель-экспедитор категории ""Е""";Производственное оборудование;Непостоянный широкополосный;74;80;0
2043;Владимир Автоколонна 1;"Водитель-экспедитор категории ""Е""";Производственное оборудование;Непостоянный широкополосный;75;80;0
2044;Владимир Автоколонна 1;"Водитель-экспедитор категории ""Е""";Производственное оборудование;Непостоянный широкополосный;75;80;0
2045;Владимир Автоколонна 1;"Водитель-экспедитор категории ""Е""";Производственное оборудование;Непостоянный широкополосный;72;80;0
2046;Владимир Автоколонна 1;"Водитель-экспедитор категории ""Е""";Производственное оборудование;Непостоянный широкополосный;73;80;0
2047;Владимир Автоколонна 1;"Водитель-экспедитор категории ""Е""";Производственное оборудование;Непостоянный широкополосный;74;83;0
2048;Владимир Автоколонна 1;"Водитель-экспедитор категории ""Е""";Производственное оборудование;Непостоянный широкополосный;72;80;0
2049;Владимир Автоколонна 1;"Водитель-экспедитор категории ""Е""";Производственное оборудование;Непостоянный широкополосный;71;83;0
2050;Владимир Автоколонна 1;"Водитель-экспедитор категории ""Е""";Производственное оборудование;Непостоянный широкополосный;72;82;0
2051;Владимир Автоколонна 1;"Водитель-экспедитор категории ""Е""";Производственное оборудование;Непостоянный широкополосный;75;82;0
2052;Владимир Автоколонна 1;"Бригадир водителей-экспедиторов категории ""Е""";Производственное оборудование;Непостоянный широкополосный;73;80;0
2053;Владимир Автоколонна 1;"Водитель-экспедитор категории ""Е""";Производственное оборудование;Непостоянный широкополосный;73;80;0
2054;Владимир Автоколонна 1;"Водитель-экспедитор категории ""Е""";Производственное оборудование;Непостоянный широкополосный;73;81;0
2055;Владимир Автоколонна 1;"Водитель-экспедитор категории ""Е""";Производственное оборудование;Непостоянный широкополосный;75;80;0
2056;Владимир Автоколонна 1;"Водитель-экспедитор категории ""Е""";Производственное оборудование;Непостоянный широкополосный;75;80;0
2057;Владимир Автоколонна 1;"Водитель-экспедитор категории ""Е""";Производственное оборудование;Непостоянный широкополосный;75;81;0
2058;Владимир Автоколонна 1;"Водитель-экспедитор категории ""Е""";Производственное оборудование;Непостоянный широкополосный;75;82;0
2059;Нижний Новгород Автоколонна 1;"Водитель-экспедитор категории ""Е""";Производственное оборудование;Непостоянный широкополосный;73;81;0
2060;Нижний Новгород Автоколонна 1;"Водитель-экспедитор категории ""Е""";Производственное оборудование;Непостоянный широкополосный;71;83;0
2061;Нижний Новгород Автоколонна 1;"Водитель-экспедитор категории ""Е""";Производственное оборудование;Непостоянный широкополосный;73;81;0
2062;Нижний Новгород Автоколонна 1;"Водитель-экспедитор категории ""Е""";Производственное оборудование;Непостоянный широкополосный;72;81;0
2063;Нижний Новгород Автоколонна 1;"Водитель-экспедитор категории ""Е""";Производственное оборудование;Непостоянный широкополосный;74;83;0
2064;Нижний Новгород Автоколонна 1;"Водитель-экспедитор категории ""Е""";Производственное оборудование;Непостоянный широкополосный;72;81;0
2065;Нижний Новгород Автоколонна 1;"Водитель-экспедитор категории ""Е""";Производственное оборудование;Непостоянный широкополосный;74;80;0
2066;Нижний Новгород Автоколонна 1;"Водитель-экспедитор категории ""Е""";Производственное оборудование;Непостоянный широкополосный;74;83;0
2067;Нижний Новгород Автоколонна 1;"Водитель-экспедитор категории ""Е""";Производственное оборудование;Непостоянный широкополосный;72;81;0
2068;Нижний Новгород Автоколонна 1;"Водитель-экспедитор категории ""Е""";Производственное оборудование;Непостоянный широкополосный;71;81;0
2069;Нижний Новгород Автоколонна 1;"Водитель-экспедитор категории ""Е""";Производственное оборудование;Непостоянный широкополосный;73;82;0
2070;Нижний Новгород Автоколонна 1;"Водитель-экспедитор категории ""Е""";Производственное оборудование;Непостоянный широкополосный;72;81;0
2071;Нижний Новгород Автоколонна 1;"Водитель-экспедитор категории ""Е""";Производственное оборудование;Непостоянный широкополосный;75;80;0
2072;Нижний Новгород Автоколонна 1;"Водитель-экспедитор категории ""Е""";Производственное оборудование;Непостоянный широкополосный;71;80;0
2073;Нижний Новгород Автоколонна 1;"Водитель-экспедитор категории ""Е""";Производственное оборудование;Непостоянный широкополосный;72;83;0
